rodada_id,clube_mand,clube_vis,clube_mand_gol,clube_vis_gol,clube_mand_ca,clube_vis_ca,clube_mand_cv,clube_vis_cv
5,Grêmio,Fluminense,1,0,3,2,0,1
5,Corinthians,Figueirense,0,1,4,3,0,0
5,Flamengo,São Paulo,0,2,1,1,0,0
5,Athletico-PR,Chapecoense,1,1,2,2,0,0
5,EC Vitória,Palmeiras,0,1,0,0,0,0
5,Criciúma,Internacional,0,0,2,3,1,0
5,Santos,Atlético-MG,1,2,3,3,0,0
5,Sport Recife,Bahia,1,0,6,4,0,2
6,Coritiba,Internacional,1,1,3,6,0,0
6,Flamengo,Bahia,1,1,3,1,0,0
6,Cruzeiro,Sport Recife,2,0,0,0,0,0
6,Criciúma,Chapecoense,1,0,1,0,0,0
6,Corinthians,Athletico-PR,1,1,1,5,0,0
6,Fluminense,São Paulo,5,2,1,4,0,0
6,Grêmio,Botafogo,2,1,2,3,0,0
6,Palmeiras,Figueirense,1,0,2,3,0,0
6,Goiás,Santos,2,2,3,2,0,0
6,EC Vitória,Atlético-MG,2,3,2,2,0,0
7,Bahia,Fluminense,0,1,1,0,0,0
7,São Paulo,Grêmio,1,0,4,2,0,0
7,Santos,Flamengo,0,0,2,3,1,0
7,Figueirense,Goiás,0,1,1,2,0,0
7,Sport Recife,Corinthians,1,4,3,1,2,0
7,Athletico-PR,Coritiba,2,0,3,5,0,0
7,Internacional,Cruzeiro,1,3,1,2,0,0
7,Botafogo,EC Vitória,1,1,4,4,0,0
7,Chapecoense,Palmeiras,2,0,2,2,0,0
7,Atlético-MG,Criciúma,0,0,2,2,0,0
8,Criciúma,Coritiba,1,0,5,5,0,0
8,Palmeiras,Botafogo,0,2,1,3,1,0
8,Sport Recife,Grêmio,0,0,1,2,0,0
8,Internacional,Chapecoense,2,0,2,4,0,0
8,Goiás,EC Vitória,0,0,0,0,0,0
8,Corinthians,Cruzeiro,1,0,2,0,0,0
8,Athletico-PR,São Paulo,2,2,2,1,0,0
8,Atlético-MG,Fluminense,2,0,7,4,0,1
8,Flamengo,Figueirense,1,1,0,1,0,0
8,Bahia,Santos,0,2,4,2,0,0
9,Coritiba,Goiás,3,0,4,2,0,0
9,São Paulo,Atlético-MG,2,1,3,2,0,0
9,EC Vitória,Sport Recife,0,1,4,3,0,0
9,Grêmio,Palmeiras,0,0,3,5,0,0
9,Chapecoense,Bahia,2,1,4,3,0,0
9,Cruzeiro,Flamengo,3,0,0,1,0,0
9,Fluminense,Internacional,1,1,2,3,0,0
9,Santos,Criciúma,2,0,2,4,0,0
9,Figueirense,Athletico-PR,1,3,4,4,0,0
9,Botafogo,Corinthians,1,0,3,2,1,0
28,Corinthians,Botafogo,1,1,0,3,0,0
28,Goiás,Coritiba,3,0,2,2,0,0
28,Palmeiras,Grêmio,2,1,1,5,0,1
28,Flamengo,Cruzeiro,3,0,2,2,0,0
28,Bahia,Chapecoense,0,1,1,2,0,1
28,Internacional,Fluminense,2,1,3,3,0,0
28,Atlético-MG,São Paulo,1,0,0,1,0,0
28,Athletico-PR,Figueirense,3,0,2,3,0,0
28,Sport Recife,EC Vitória,1,2,2,4,0,0
28,Criciúma,Santos,3,0,4,1,0,0
10,Grêmio,Goiás,0,0,1,4,0,0
10,Coritiba,Figueirense,0,2,1,2,0,0
10,Sport Recife,Botafogo,1,0,1,2,0,0
10,Criciúma,Fluminense,3,2,2,2,0,0
10,Bahia,São Paulo,0,2,4,4,0,0
10,Flamengo,Athletico-PR,1,2,1,3,0,0
10,Corinthians,Internacional,2,1,3,4,0,0
10,Santos,Palmeiras,2,0,1,3,0,0
10,Cruzeiro,EC Vitória,3,1,0,3,0,0
10,Chapecoense,Atlético-MG,1,1,1,1,0,0
11,São Paulo,Chapecoense,0,1,3,3,0,0
11,Figueirense,Grêmio,0,1,1,6,1,0
11,Atlético-MG,Bahia,1,1,3,4,0,0
11,Botafogo,Coritiba,1,0,2,1,0,0
11,Internacional,Flamengo,4,0,0,1,0,1
11,Palmeiras,Cruzeiro,1,2,3,5,0,0
11,EC Vitória,Corinthians,0,0,1,1,0,0
11,Athletico-PR,Criciúma,2,0,1,1,0,0
11,Fluminense,Santos,1,0,2,1,0,0
11,Goiás,Sport Recife,0,0,1,3,0,0
12,Santos,Chapecoense,3,0,2,1,0,0
12,Cruzeiro,Figueirense,5,0,0,2,0,0
12,Criciúma,EC Vitória,1,3,3,3,1,0
12,Bahia,Internacional,0,1,2,2,0,0
12,Goiás,São Paulo,2,1,2,1,0,0
12,Athletico-PR,Fluminense,0,3,3,1,0,0
12,Corinthians,Palmeiras,2,0,1,2,0,0
12,Sport Recife,Atlético-MG,2,1,0,3,0,0
12,Flamengo,Botafogo,1,0,3,4,1,0
12,Grêmio,Coritiba,2,3,1,2,0,0
13,Botafogo,Cruzeiro,1,1,2,1,0,0
13,São Paulo,Criciúma,1,1,1,1,0,0
13,EC Vitória,Grêmio,2,1,0,0,0,0
13,Palmeiras,Bahia,1,1,3,3,0,0
13,Chapecoense,Flamengo,1,0,4,1,0,0
13,Coritiba,Corinthians,0,0,3,2,0,1
13,Figueirense,Sport Recife,3,0,1,1,0,0
13,Internacional,Santos,1,0,4,2,1,1
13,Fluminense,Goiás,2,0,1,1,0,0
13,Atlético-MG,Athletico-PR,3,1,2,3,0,0
14,Criciúma,Cruzeiro,0,0,3,1,0,0
14,Bahia,Goiás,1,0,4,2,0,0
14,Fluminense,Coritiba,1,1,3,1,0,0
14,Flamengo,Sport Recife,1,0,2,1,0,0
14,Santos,Corinthians,0,1,3,3,1,0
14,Athletico-PR,Botafogo,2,0,0,3,0,0
14,Internacional,Grêmio,2,0,3,5,0,0
14,Atlético-MG,Palmeiras,2,1,2,2,0,0
14,Chapecoense,Figueirense,0,1,2,2,0,0
14,São Paulo,EC Vitória,3,1,5,2,0,0
15,Goiás,Internacional,0,1,1,1,0,0
15,Corinthians,Bahia,1,1,1,4,0,0
15,Coritiba,Flamengo,0,1,2,4,1,0
15,Palmeiras,São Paulo,1,2,2,4,0,0
15,Grêmio,Criciúma,2,0,1,2,0,0
15,Cruzeiro,Santos,3,0,3,1,0,0
15,EC Vitória,Chapecoense,0,0,1,1,0,0
15,Botafogo,Fluminense,2,0,4,2,0,0
15,Sport Recife,Athletico-PR,1,1,4,3,0,0
15,Figueirense,Atlético-MG,2,2,6,5,0,0
16,Sport Recife,Palmeiras,2,1,0,1,0,0
16,Figueirense,Botafogo,1,0,1,2,0,0
16,Santos,Athletico-PR,2,0,0,2,0,0
16,Coritiba,EC Vitória,2,0,3,1,0,0
16,Bahia,Criciúma,0,0,2,5,0,0
16,Chapecoense,Fluminense,1,0,2,3,0,1
16,Flamengo,Atlético-MG,2,1,2,2,0,0
16,Internacional,São Paulo,0,1,1,1,0,0
16,Corinthians,Goiás,5,2,1,3,0,0
16,Cruzeiro,Grêmio,1,0,5,3,0,0
17,Atlético-MG,Internacional,1,0,3,2,0,0
17,Botafogo,Chapecoense,1,0,2,1,0,0
17,Palmeiras,Coritiba,1,0,6,4,0,1
17,Grêmio,Corinthians,2,1,2,3,0,1
17,Criciúma,Flamengo,0,2,2,0,1,0
17,EC Vitória,Figueirense,0,1,2,2,0,0
17,São Paulo,Santos,2,1,5,3,0,0
17,Fluminense,Sport Recife,4,0,1,0,0,0
17,Goiás,Cruzeiro,0,1,4,3,0,0
17,Athletico-PR,Bahia,0,0,1,1,0,0
18,Palmeiras,Internacional,0,1,2,3,0,0
18,Cruzeiro,Chapecoense,4,2,4,3,0,0
18,Corinthians,Fluminense,1,1,3,2,0,0
18,Coritiba,Atlético-MG,0,0,2,4,0,0
18,Sport Recife,Criciúma,2,0,3,4,0,0
18,Figueirense,São Paulo,1,1,1,2,0,1
18,Botafogo,Santos,1,0,2,2,0,0
18,Grêmio,Bahia,1,0,4,3,0,0
18,Goiás,Athletico-PR,3,1,0,0,0,0
18,EC Vitória,Flamengo,1,2,2,3,0,0
19,Santos,EC Vitória,3,1,1,6,0,0
19,Flamengo,Grêmio,0,1,1,2,0,0
19,Chapecoense,Goiás,0,0,2,1,0,0
19,São Paulo,Sport Recife,2,0,0,2,0,0
19,Criciúma,Corinthians,0,0,5,3,0,0
19,Atlético-MG,Botafogo,1,0,3,3,0,1
19,Fluminense,Cruzeiro,3,3,1,4,0,0
19,Bahia,Coritiba,0,0,6,2,0,0
19,Athletico-PR,Palmeiras,1,1,3,0,0,1
19,Internacional,Figueirense,2,3,3,4,0,1
20,Grêmio,Athletico-PR,1,0,2,3,0,0
20,Palmeiras,Criciúma,1,0,4,3,0,0
20,Figueirense,Fluminense,1,1,3,2,1,1
20,Sport Recife,Santos,3,1,5,1,0,0
20,Coritiba,Chapecoense,3,0,3,2,0,0
20,Goiás,Flamengo,1,0,0,0,0,0
20,Botafogo,São Paulo,2,4,1,2,1,0
20,EC Vitória,Internacional,2,0,1,1,0,0
20,Corinthians,Atlético-MG,1,0,3,1,0,0
20,Cruzeiro,Bahia,2,1,1,4,0,2
21,Fluminense,Palmeiras,3,0,1,4,0,0
21,Chapecoense,Sport Recife,3,1,1,2,0,0
21,Santos,Coritiba,2,1,4,3,0,0
21,Bahia,Figueirense,3,0,2,1,0,0
21,Internacional,Botafogo,2,0,2,3,0,0
21,Flamengo,Corinthians,1,0,2,1,0,0
21,São Paulo,Cruzeiro,2,0,3,2,0,0
21,Athletico-PR,EC Vitória,2,0,1,2,0,0
21,Atlético-MG,Grêmio,0,0,1,2,0,0
21,Criciúma,Goiás,1,0,3,5,0,0
22,EC Vitória,Fluminense,3,1,1,0,0,0
22,Cruzeiro,Athletico-PR,2,0,1,0,0,0
22,Sport Recife,Internacional,0,0,4,1,0,0
22,Figueirense,Criciúma,1,1,2,4,0,0
22,Botafogo,Bahia,2,3,4,3,3,0
22,Palmeiras,Flamengo,2,2,1,4,1,0
22,Coritiba,São Paulo,3,1,5,1,0,0
22,Corinthians,Chapecoense,1,1,0,3,0,0
22,Goiás,Atlético-MG,2,3,0,1,0,0
22,Grêmio,Santos,0,0,2,0,0,0
23,Athletico-PR,Internacional,0,1,1,1,0,0
23,Criciúma,Botafogo,1,1,4,4,0,0
23,Cruzeiro,Atlético-MG,2,3,0,3,0,0
23,Flamengo,Fluminense,1,1,1,5,0,0
23,Sport Recife,Coritiba,1,0,2,2,0,0
23,Corinthians,São Paulo,3,2,4,4,1,1
23,EC Vitória,Bahia,2,1,3,4,0,0
23,Santos,Figueirense,3,1,1,2,0,0
23,Goiás,Palmeiras,6,0,4,1,0,1
23,Grêmio,Chapecoense,1,0,2,4,0,0
24,Internacional,Criciúma,3,0,2,3,0,0
24,Coritiba,Cruzeiro,1,2,4,2,0,0
24,Bahia,Sport Recife,1,0,2,3,0,0
24,Chapecoense,Athletico-PR,3,0,1,2,0,0
24,São Paulo,Flamengo,2,2,1,3,1,0
24,Figueirense,Corinthians,1,0,2,1,0,0
24,Fluminense,Grêmio,0,0,0,0,0,0
24,Palmeiras,EC Vitória,2,0,2,4,0,0
24,Botafogo,Goiás,1,0,1,2,0,0
24,Atlético-MG,Santos,3,2,3,3,0,0
25,Chapecoense,Criciúma,1,1,1,3,1,1
25,Sport Recife,Cruzeiro,0,0,2,1,0,0
25,São Paulo,Fluminense,1,3,4,1,0,0
25,Bahia,Flamengo,2,1,1,0,0,0
25,Athletico-PR,Corinthians,1,0,3,2,0,0
25,Botafogo,Grêmio,0,2,3,4,0,0
25,Atlético-MG,EC Vitória,2,0,2,2,0,0
25,Figueirense,Palmeiras,3,1,2,3,0,1
25,Internacional,Coritiba,4,2,1,1,0,0
25,Santos,Goiás,2,0,1,2,0,0
26,Palmeiras,Chapecoense,4,2,0,4,0,0
26,Flamengo,Santos,0,1,3,2,0,0
26,Fluminense,Bahia,1,1,3,1,0,0
26,Coritiba,Athletico-PR,1,0,2,2,0,0
26,EC Vitória,Botafogo,2,1,2,3,0,0
26,Grêmio,São Paulo,0,1,5,3,0,0
26,Corinthians,Sport Recife,3,0,0,1,0,0
26,Cruzeiro,Internacional,2,1,2,4,0,0
26,Criciúma,Atlético-MG,3,1,2,2,0,0
26,Goiás,Figueirense,1,0,0,1,0,0
27,Botafogo,Palmeiras,0,1,3,3,0,0
27,Coritiba,Criciúma,1,0,1,1,0,0
27,São Paulo,Athletico-PR,1,0,3,2,0,0
27,EC Vitória,Goiás,2,2,1,1,0,0
27,Cruzeiro,Corinthians,0,1,1,2,0,0
27,Grêmio,Sport Recife,2,0,3,1,0,0
27,Figueirense,Flamengo,1,2,5,2,0,0
27,Santos,Bahia,1,0,1,1,0,0
27,Fluminense,Atlético-MG,0,0,1,2,0,0
27,Chapecoense,Internacional,5,0,0,1,0,1
29,Goiás,Grêmio,0,0,3,2,0,0
29,São Paulo,Bahia,2,1,5,2,0,0
29,Fluminense,Criciúma,4,2,5,5,0,1
29,Atlético-MG,Chapecoense,1,0,0,1,0,0
29,Athletico-PR,Flamengo,2,1,1,1,0,0
29,Figueirense,Coritiba,4,0,4,3,0,0
29,Internacional,Corinthians,1,2,5,5,0,0
29,Palmeiras,Santos,1,3,3,6,0,0
29,EC Vitória,Cruzeiro,0,1,3,2,0,0
29,Botafogo,Sport Recife,1,1,0,1,0,0
30,Bahia,Atlético-MG,1,1,2,3,1,1
30,Corinthians,EC Vitória,2,1,1,1,0,0
30,Flamengo,Internacional,2,0,2,1,0,0
30,Criciúma,Athletico-PR,0,1,4,3,0,0
30,Cruzeiro,Palmeiras,1,1,1,4,0,0
30,Grêmio,Figueirense,1,0,3,3,0,1
30,Coritiba,Botafogo,2,0,3,3,0,1
30,Chapecoense,São Paulo,0,0,2,3,0,1
30,Santos,Fluminense,0,1,2,1,0,0
30,Sport Recife,Goiás,0,1,1,4,0,0
31,Figueirense,Cruzeiro,1,1,1,1,0,0
31,Palmeiras,Corinthians,1,1,5,3,0,0
31,Fluminense,Athletico-PR,2,1,1,1,0,0
31,EC Vitória,Criciúma,3,1,0,4,0,0
31,Atlético-MG,Sport Recife,3,2,1,4,1,0
31,Chapecoense,Santos,1,1,1,4,0,0
31,Coritiba,Grêmio,1,1,2,5,0,0
31,Internacional,Bahia,2,0,2,4,0,0
31,Botafogo,Flamengo,2,1,2,1,0,0
31,São Paulo,Goiás,3,0,1,2,0,0
32,Goiás,Fluminense,0,2,0,3,0,0
32,Grêmio,EC Vitória,1,0,0,1,0,0
32,Corinthians,Coritiba,2,2,0,0,0,0
32,Santos,Internacional,1,2,2,5,0,0
32,Sport Recife,Figueirense,1,0,3,2,0,0
32,Cruzeiro,Botafogo,2,1,2,3,0,0
32,Criciúma,São Paulo,1,2,2,2,0,0
32,Athletico-PR,Atlético-MG,1,0,2,1,0,0
32,Flamengo,Chapecoense,3,0,2,1,0,0
32,Bahia,Palmeiras,0,1,4,3,0,0
33,Coritiba,Fluminense,1,0,2,5,0,0
33,Palmeiras,Atlético-MG,0,2,0,1,0,0
33,Botafogo,Athletico-PR,0,2,0,0,1,0
33,EC Vitória,São Paulo,1,2,2,1,0,0
33,Grêmio,Internacional,4,1,2,3,0,0
33,Figueirense,Chapecoense,1,0,4,0,0,0
33,Sport Recife,Flamengo,2,2,3,3,0,0
33,Corinthians,Santos,1,0,2,2,0,0
33,Cruzeiro,Criciúma,3,1,5,4,0,0
33,Goiás,Bahia,3,0,2,2,0,0
35,São Paulo,Internacional,1,1,4,3,0,1
35,Botafogo,Figueirense,0,1,0,4,0,0
35,Athletico-PR,Santos,1,1,2,1,0,0
35,Goiás,Corinthians,0,1,2,0,0,0
35,EC Vitória,Coritiba,1,1,3,2,0,0
35,Criciúma,Bahia,0,1,4,1,0,0
35,Atlético-MG,Flamengo,4,0,2,0,0,0
35,Palmeiras,Sport Recife,0,2,2,1,0,0
35,Fluminense,Chapecoense,1,4,4,1,0,0
35,Grêmio,Cruzeiro,1,2,4,3,0,0
34,Criciúma,Grêmio,0,3,4,2,0,0
34,Fluminense,Botafogo,1,0,4,3,0,0
34,Bahia,Corinthians,1,2,2,2,0,0
34,Athletico-PR,Sport Recife,0,1,2,1,0,0
34,Flamengo,Coritiba,3,2,1,3,0,0
34,Santos,Cruzeiro,0,1,2,1,0,0
34,Internacional,Goiás,1,0,2,3,0,0
34,Chapecoense,EC Vitória,0,1,0,3,0,0
34,São Paulo,Palmeiras,2,0,3,3,0,0
34,Atlético-MG,Figueirense,1,1,0,3,0,0
36,Internacional,Atlético-MG,2,1,4,0,0,0
36,Bahia,Athletico-PR,1,2,2,0,1,0
36,Santos,São Paulo,0,1,3,1,0,0
36,Flamengo,Criciúma,1,1,1,4,0,0
36,Sport Recife,Fluminense,2,2,4,1,0,0
36,Cruzeiro,Goiás,2,1,1,2,0,0
36,Figueirense,EC Vitória,2,0,2,3,0,0
36,Corinthians,Grêmio,1,0,1,2,0,0
36,Chapecoense,Botafogo,2,0,3,2,0,0
36,Coritiba,Palmeiras,2,0,3,4,0,0
37,Criciúma,Sport Recife,2,2,4,0,0,0
37,Internacional,Palmeiras,3,1,2,1,1,2
37,Flamengo,EC Vitória,4,0,3,4,0,1
37,São Paulo,Figueirense,1,1,2,4,0,1
37,Santos,Botafogo,2,0,1,1,0,0
37,Fluminense,Corinthians,5,2,2,4,1,0
37,Chapecoense,Cruzeiro,1,1,2,0,0,0
37,Atlético-MG,Coritiba,1,2,3,4,0,0
37,Athletico-PR,Goiás,1,0,3,5,0,2
37,Bahia,Grêmio,1,0,2,2,0,1
38,Corinthians,Criciúma,2,1,2,2,0,0
38,Figueirense,Internacional,1,2,2,3,3,2
38,Coritiba,Bahia,3,2,3,1,0,0
38,EC Vitória,Santos,0,1,0,3,0,0
38,Sport Recife,São Paulo,1,0,0,1,0,0
38,Botafogo,Atlético-MG,0,0,3,3,0,0
38,Palmeiras,Athletico-PR,1,1,1,1,0,0
38,Grêmio,Flamengo,1,1,3,0,0,1
38,Cruzeiro,Fluminense,2,1,1,4,0,0
38,Goiás,Chapecoense,4,2,2,1,0,0
